reference,Diversity of options to eliminate fossil fuels and reach carbon neutrality across the entire European energy system - ScienceDirect,,,
comment,Regional 2016 demand for electrifying transport,,,
nodes,CON,LEI,MUN,ULS
techs,demand_electrified_transport,demand_electrified_transport,demand_electrified_transport,demand_electrified_transport
parameters,sink_use_equals,sink_use_equals,sink_use_equals,sink_use_equals
timesteps,,,,
2016/07/28 22:00,296300.8912,1380569.135,669140.3186,162415.7907
2016/07/28 23:00,265041.2927,1234919.769,598546.3436,145281.0046
2016/07/29 00:00,234931.1617,1094626.173,530548.2266,128776.293
2016/07/29 01:00,203793.2715,949543.8885,460229.1071,111708.2206
2016/07/29 02:00,178342.7096,830960.8494,402753.7583,97757.62765
2016/07/29 03:00,159241.265,741960.5611,359616.7072,87287.27028
2016/07/29 04:00,157489.1724,733796.9505,355659.9325,86326.8698
2016/07/29 05:00,174104.8935,811215.3872,393183.4408,95434.69084
2016/07/29 06:00,247472.1897,1153059.194,558869.8002,135650.5922
2016/07/29 07:00,327730.3743,1527010.052,740117.9462,179643.6982
2016/07/29 08:00,408887.8481,1905151.011,923396.9693,224129.7449
2016/07/29 09:00,409263.1154,1906899.513,924244.4405,224335.4457
2016/07/29 10:00,382155.9681,1780597.864,863028.0023,209476.804
2016/07/29 11:00,348163.0036,1622212.794,786261.2298,190843.7375
2016/07/29 12:00,316990.4603,1476969.049,715863.8529,173756.6703
2016/07/29 13:00,299002.985,1393159.131,675242.4935,163896.9293
2016/07/29 14:00,305658.0635,1424167.462,690271.7475,167544.876
2016/07/29 15:00,323823.8753,1508808.311,731295.8466,177502.3711
2016/07/29 16:00,374950.6665,1747025.853,846756.1722,205527.2555
2016/07/29 17:00,465467.003,2168773.016,1051170.442,255143.314
2016/07/29 18:00,466463.4898,2173415.996,1053420.821,255689.5331
2016/07/29 19:00,437862.88,2040155.785,988831.6766,240012.2578
2016/07/29 20:00,346614.6033,1614998.257,782764.4565,189994.99
2016/07/29 21:00,295639.1022,1377485.629,667645.7916,162053.0345
2016/07/29 22:00,261264.1088,1217320.553,590016.2781,143210.5609
2016/07/29 23:00,233583.9182,1088348.896,527505.7283,128037.8085
2016/07/30 00:00,199831.8347,931086.1739,451282.9408,109536.7797
2016/07/30 01:00,186350.1028,868270.0854,420836.9628,102146.8385
2016/07/30 02:00,172851.4669,805375.2356,390352.8104,94747.63155
2016/07/30 03:00,168266.275,784011.2283,379998.0095,92234.28249
2016/07/30 04:00,160842.9127,749423.1959,363233.7298,88165.20511
2016/07/30 05:00,155382.9423,723983.2904,350903.4046,85172.35075
2016/07/30 06:00,155805.5406,725952.3234,351857.7641,85403.99583
2016/07/30 07:00,163701.3678,762741.7346,369689.0177,89732.0524
2016/07/30 08:00,195228.0485,909635.5291,440886.148,107013.2382
2016/07/30 09:00,256897.8229,1196976.504,580155.8353,140817.204
2016/07/30 10:00,301594.3579,1405233.241,681094.6262,165317.3769
2016/07/30 11:00,331049.4616,1542474.836,747613.486,181463.0386
2016/07/30 12:00,345843.7839,1611406.741,781023.7047,189572.4694
2016/07/30 13:00,379596.7126,1768673.401,857248.401,208073.9615
2016/07/30 14:00,396675.6015,1848249.898,895817.8873,217435.6655
2016/07/30 15:00,391134.4922,1822431.938,883304.3251,214398.3353
2016/07/30 16:00,386082.7518,1798894.118,871895.9112,211629.2501
2016/07/30 17:00,398985.524,1859012.632,901034.4166,218701.8375
2016/07/30 18:00,379818.1541,1769705.174,857748.4854,208195.3435
2016/07/30 19:00,335687.9008,1564086.942,758088.5363,184005.5749
2016/07/30 20:00,315278.0919,1468990.527,711996.788,172818.0444
2016/07/30 21:00,307391.5618,1432244.435,694186.5303,168495.084
2016/07/30 22:00,308979.6863,1439644.061,697773.0135,169365.6062
2016/07/30 23:00,262602.0551,1223554.511,593037.7804,143943.9492
2016/07/31 00:00,233550.1103,1088191.373,527429.3796,128019.2769
2016/07/31 01:00,208108.8456,969651.6528,469975.0267,114073.7801
2016/07/31 02:00,197607.2771,920721.1845,446259.1922,108317.4
2016/07/31 03:00,193552.0235,901826.3445,437101.158,106094.5339
2016/07/31 04:00,184724.7896,860697.1847,417166.496,101255.9316
2016/07/31 05:00,177293.8205,826073.7097,400385.0379,97182.68457
2016/07/31 06:00,172830.337,805276.7839,390305.0925,94736.0493
2016/07/31 07:00,168658.4462,785838.4908,380883.6551,92449.24912
2016/07/31 08:00,199569.8237,929865.3734,450691.2379,109393.1597
2016/07/31 09:00,259386.0818,1208570.17,585775.1043,142181.1302
2016/07/31 10:00,300742.3997,1401263.671,679170.6374,164850.3804
2016/07/31 11:00,335017.6599,1560964.055,756574.9221,183638.1859
2016/07/31 12:00,352863.1422,1644112.378,796875.6166,193420.0941
2016/07/31 13:00,363800.8322,1695074.888,821576.3502,199415.5319
2016/07/31 14:00,371646.7928,1731631.954,839294.9894,203716.2543
2016/07/31 15:00,395811.8105,1844225.195,893867.1764,216962.183
2016/07/31 16:00,419640.44,1955251.085,947679.6933,230023.7222
2016/07/31 17:00,379027.05,1766019.145,855961.9243,207761.7039
2016/07/31 18:00,347753.9284,1620306.77,785337.4098,190619.5051
2016/07/31 19:00,317511.1014,1479394.897,717039.6238,174042.057
2016/07/31 20:00,293169.4376,1365978.601,662068.5145,160699.3007
2016/07/31 21:00,292542.3017,1363056.556,660652.2449,160355.5394
2016/07/31 22:00,305431.5508,1423112.06,689760.2108,167420.7142
2016/07/31 23:00,278932.0998,1299641.881,629916.1416,152895.1782
2016/08/01 00:00,223503.2576,1041379.584,504740.4359,122512.1469
2016/08/01 01:00,199745.6246,930684.4911,451088.2514,109489.5241
2016/08/01 02:00,176151.9598,820753.3827,397806.3584,96556.77958
2016/08/01 03:00,175791.0609,819071.8286,396991.3354,96358.95469
2016/08/01 04:00,178324.1153,830874.212,402711.7665,97747.43527
2016/08/01 05:00,159095.8912,741283.2137,359288.4075,87207.58438
2016/08/01 06:00,177903.2073,828913.0552,401761.2244,97516.71677
2016/08/01 07:00,212318.7702,989267.1588,479482.3564,116381.4283
2016/08/01 08:00,248688.4277,1158726.071,561616.4469,136317.2668
2016/08/01 09:00,279764.6185,1303520.876,631796.2299,153351.5189
2016/08/01 10:00,317814.527,1480808.663,717724.854,174208.3782
2016/08/01 11:00,330592.2102,1540344.343,746580.869,181212.3986
2016/08/01 12:00,323719.0709,1508319.991,731059.1655,177444.9231
2016/08/01 13:00,336177.2697,1566367.082,759193.6846,184273.8199
2016/08/01 14:00,357745.8433,1666862.584,807902.2867,196096.5213
2016/08/01 15:00,384613.8,1792049.76,868578.5574,210824.0518
2016/08/01 16:00,385575.6338,1796531.279,870750.6797,211351.276
2016/08/01 17:00,388636.0909,1810791.015,877662.1515,213028.8496
2016/08/01 18:00,381329.3657,1776746.436,861161.2751,209023.7063
2016/08/01 19:00,355698.777,1657324.589,803279.3691,194974.4325
2016/08/01 20:00,334781.0048,1559861.397,756040.4807,183508.4646
2016/08/01 21:00,304487.4661,1418713.241,687628.1716,166903.2191
2016/08/01 22:00,300837.0617,1401704.734,679384.4139,164902.2689
2016/08/01 23:00,255564.9477,1190766.175,577145.7853,140086.5954
2016/08/02 00:00,221101.2087,1030187.601,499315.8563,121195.4763
2016/08/02 01:00,200946.6491,936280.4827,453800.5412,110147.8594
2016/08/02 02:00,186305.3073,868061.3679,420735.8007,102122.2841
2016/08/02 03:00,176624.4248,822954.7616,398873.3324,96815.75878
2016/08/02 04:00,169807.0685,791190.3223,383477.6043,93078.86043
2016/08/02 05:00,211553.022,985699.2712,477753.0569,115961.6875
2016/08/02 06:00,269601.1287,1256165.634,608843.883,147780.4549
2016/08/02 07:00,335798.6216,1564602.828,758338.5785,184066.266
2016/08/02 08:00,387661.5791,1806250.425,875461.3984,212494.6761
2016/08/02 09:00,432410.5164,2014751.322,976518.5299,237023.573
2016/08/02 10:00,421695.9583,1964828.461,952321.6981,231150.4438
2016/08/02 11:00,412967.6124,1924160.055,932610.3562,226366.0464
2016/08/02 12:00,385277.2793,1795141.142,870076.9019,211187.7346
2016/08/02 13:00,371366.1875,1730324.516,838661.2946,203562.442
2016/08/02 14:00,366344.8741,1706928.467,827321.5946,200810.0352
2016/08/02 15:00,397289.2143,1851108.934,897203.6174,217772.0142
2016/08/02 16:00,413474.7304,1926522.895,933755.5877,226644.0205
2016/08/02 17:00,445566.8476,2076051.255,1006229.651,244235.1475
2016/08/02 18:00,474069.4146,2208854.65,1070597.384,259858.6812
2016/08/02 19:00,433126.3979,2018086.864,978135.2149,237415.9798
2016/08/02 20:00,372205.4678,1734235.015,840556.6527,204022.4891
2016/08/02 21:00,334123.4418,1556797.582,754555.4973,183148.0249
2016/08/02 22:00,277704.8743,1293923.81,627144.6815,152222.4809
2016/08/02 23:00,226642.318,1056005.561,511829.4186,124232.8065
2016/08/03 00:00,189206.0223,881576.8099,427286.5246,103712.2959
2016/08/03 01:00,176152.805,820757.3208,397808.2672,96557.24287
2016/08/03 02:00,165985.9344,773386.3266,374848.2854,90984.32567
2016/08/03 03:00,153342.6375,714476.7994,346295.7567,84053.96833
2016/08/03 04:00,166054.3953,773705.3099,375002.8916,91021.85217
2016/08/03 05:00,205072.8992,955506.1202,463118.9078,112409.6419
2016/08/03 06:00,278702.2063,1298570.727,629396.97,152769.1632
2016/08/03 07:00,375962.3669,1751739.718,849040.909,206081.8138
2016/08/03 08:00,423465.8001,1973074.771,956318.5559,232120.5734
2016/08/03 09:00,448538.559,2089897.495,1012940.707,245864.0756
2016/08/03 10:00,402553.0991,1875635.208,909091.1198,220657.3852
2016/08/03 11:00,363225.2533,1692393.065,820276.5125,199100.0313
2016/08/03 12:00,329181.5769,1533771.711,743395.2168,180439.1674
2016/08/03 13:00,256833.5879,1196677.211,580010.7727,140781.9939
2016/08/03 14:00,253214.4558,1179814.413,571837.6376,138798.1855
2016/08/03 15:00,277133.5213,1291261.677,625854.3874,151909.2967
2016/08/03 16:00,353073.5962,1645092.956,797350.8877,193535.4533
2016/08/03 17:00,398455.5857,1856543.465,899837.6497,218411.3546
2016/08/03 18:00,464181.4589,2162783.218,1048267.28,254438.6497
2016/08/03 19:00,444755.4588,2072270.712,1004397.281,243790.3889
2016/08/03 20:00,382761.9741,1783421.458,864396.5539,209808.9831
2016/08/03 21:00,312190.5885,1454604.773,705024.2373,171125.6455
2016/08/03 22:00,277169.8648,1291431.014,625936.4624,151929.2182
2016/08/03 23:00,226140.2712,1053666.35,510695.6394,123957.6122
2016/08/04 00:00,198574.1821,925226.3319,448442.7668,108847.4039
2016/08/04 01:00,182043.8258,848205.6398,411112.0391,99786.37521
2016/08/04 02:00,174962.7681,815212.5241,395120.7907,95904.93034
2016/08/04 03:00,164670.8084,767258.6961,371878.3185,90263.4462
2016/08/04 04:00,162858.7068,758815.4829,367786.0248,89270.15212
2016/08/04 05:00,189479.866,882852.7432,427904.9495,103862.4019
2016/08/04 06:00,238481.8328,1111169.987,538566.7554,130722.5749
2016/08/04 07:00,301100.7631,1402933.411,679979.9343,165046.8155
2016/08/04 08:00,354023.5972,1649519.342,799496.2879,194056.1914
2016/08/04 09:00,363883.6615,1695460.819,821763.4046,199460.9343
2016/08/04 10:00,340937.4173,1588546.269,769943.5905,186883.0701
2016/08/04 11:00,347665.1827,1619893.273,785136.9943,190570.8596
2016/08/04 12:00,314821.6857,1466863.972,710966.0797,172567.8677
2016/08/04 13:00,296404.0052,1381049.579,669373.1824,162472.3121
2016/08/04 14:00,298715.6181,1391820.189,674593.529,163739.4107
2016/08/04 15:00,341644.0017,1591838.492,771539.2796,187270.3806
2016/08/04 16:00,388493.2526,1810125.482,877339.578,212950.5536
2016/08/04 17:00,433629.2899,2020430.013,979270.9028,237691.6374
2016/08/04 18:00,450780.8658,2100345.184,1018004.539,247093.1844
2016/08/04 19:00,405840.9141,1890954.284,916516.037,222459.5839
2016/08/04 20:00,334111.6091,1556742.449,754528.7752,183141.5388
2016/08/04 21:00,300921.5814,1402098.541,679575.2858,164948.598
2016/08/04 22:00,272980.2249,1271910.022,616474.9419,149632.6889
2016/08/04 23:00,230012.9623,1071710.568,519441.3903,126080.4076
2016/08/05 00:00,183000.5884,852663.5304,413272.7091,100310.8197
2016/08/05 01:00,179510.7714,836403.2565,405391.608,98397.89464
2016/08/05 02:00,184357.129,858984.1261,416336.2032,101054.4003
2016/08/05 03:00,167716.052,781447.5474,378755.4333,91932.68061
2016/08/05 04:00,159166.0425,741610.0732,359446.8312,87246.03746
2016/08/05 05:00,185984.9778,866568.8409,420012.3962,101946.6972
2016/08/05 06:00,248503.3296,1157863.634,561198.4375,136215.8062
2016/08/05 07:00,309507.9343,1442105.352,698965.9629,169655.1626
2016/08/05 08:00,347280.6182,1618101.453,784268.5271,190360.0626
2016/08/05 09:00,367932.9987,1714328.092,830908.0777,201680.5574
2016/08/05 10:00,365097.3639,1701115.881,824504.3252,200126.219
2016/08/05 11:00,348392.0519,1623280.01,786778.4927,190969.2892
2016/08/05 12:00,354486.765,1651677.403,800542.266,194310.0744
2016/08/05 13:00,340538.4845,1586687.502,769042.6751,186664.3971
2016/08/05 14:00,313199.7533,1459306.823,707303.2478,171678.814
2016/08/05 15:00,317022.5778,1477118.695,715936.3842,173774.2753
2016/08/05 16:00,373412.4086,1739858.573,843282.3035,204684.0675
2016/08/05 17:00,412987.0519,1924250.631,932654.2568,226376.7021
2016/08/05 18:00,406998.8335,1896349.434,919130.9821,223094.2914
2016/08/05 19:00,384663.6666,1792282.106,868691.1718,210851.3859
2016/08/05 20:00,356611.5894,1661577.7,805340.7857,195474.7859
2016/08/05 21:00,310785.8716,1448059.707,701851.9462,170355.6573
2016/08/05 22:00,262441.4678,1222806.278,592675.1237,143855.9241
2016/08/05 23:00,214128.3362,997698.5578,483568.9239,117373.3326
2016/08/06 00:00,185311.3561,863430.2024,418491.1471,101577.4549
2016/08/06 01:00,164098.6103,764592.6255,370586.1157,89949.79877
2016/08/06 02:00,151923.5524,707864.7869,343091.0174,83276.10417
2016/08/06 03:00,151071.5941,703895.2165,341167.0286,82809.1077
2016/08/06 04:00,149084.5368,694636.8237,336679.63,81719.91256
2016/08/06 05:00,149513.0515,696633.423,337647.3506,81954.80067
2016/08/06 06:00,163392.0259,761300.4025,368990.4266,89562.4882
2016/08/06 07:00,187270.5219,872558.6391,422915.5579,102651.3615
2016/08/06 08:00,205187.8459,956041.6972,463378.4936,112472.6494
2016/08/06 09:00,249629.9768,1163113.076,563742.76,136833.372
2016/08/06 10:00,273871.0622,1276060.743,618486.7318,150120.9967
2016/08/06 11:00,297925.3592,1388138.097,672808.8767,163306.2344
2016/08/06 12:00,312883.6497,1457833.987,706589.3869,171505.5434
2016/08/06 13:00,352392.3676,1641918.875,795812.4601,193162.0415
2016/08/06 14:00,383176.9656,1785355.048,865333.735,210036.4585
2016/08/06 15:00,409270.7222,1906934.955,924261.619,224339.6153
2016/08/06 16:00,398562.0805,1857039.661,900078.1483,218469.7291
2016/08/06 17:00,382983.4156,1784453.231,864896.6383,209930.3651
2016/08/06 18:00,379062.5483,1766184.543,856042.0905,207781.1621
2016/08/06 19:00,378089.7269,1761651.83,853845.1549,207247.9151
2016/08/06 20:00,330452.7527,1539694.562,746265.9303,181135.9558
2016/08/06 21:00,311685.1609,1452249.809,703882.8233,170848.598
2016/08/06 22:00,310240.7198,1445519.655,700620.8224,170056.8351
2016/08/06 23:00,265691.2489,1237948.142,600014.1486,145637.2747
2016/08/07 00:00,234598.9994,1093078.513,529798.1,128594.22
2016/08/07 01:00,207480.8645,966725.6699,468556.8484,113729.5555
2016/08/07 02:00,171654.6684,799798.9343,387650.0642,94091.6127
2016/08/07 03:00,160861.507,749509.8333,363275.7216,88175.3975
2016/08/07 04:00,158486.5044,738443.8683,357912.221,86873.55218
2016/08/07 05:00,159408.614,742740.2981,359994.6335,87379.00173
2016/08/07 06:00,175030.3839,815527.5693,395273.4882,95941.99356
2016/08/07 07:00,184898.0549,861504.4882,417557.7834,101350.906
2016/08/07 08:00,229046.0573,1067205.42,517257.8156,125550.4037
2016/08/07 09:00,272413.9432,1269271.517,615196.1001,149322.2845
2016/08/07 10:00,329763.0722,1536481.1,744708.4156,180757.911
2016/08/07 11:00,350257.4009,1631971.321,790991.0357,191991.7705
2016/08/07 12:00,361474.851,1684237.331,816323.5553,198140.5574
2016/08/07 13:00,387497.611,1805486.441,875091.1069,212404.7978
2016/08/07 14:00,382586.1732,1782602.34,863999.5404,209712.6187
2016/08/07 15:00,379742.9316,1769354.686,857578.6094,208154.1107
2016/08/07 16:00,376155.917,1752641.535,849478.0056,206187.9073
2016/08/07 17:00,365658.5744,1703730.757,825771.7147,200433.8436
2016/08/07 18:00,357099.2679,1663849.964,806442.1166,195742.1043
2016/08/07 19:00,317425.7366,1478997.153,716846.8432,173995.2647
2016/08/07 20:00,285492.5163,1330209.149,644731.6191,156491.2363
2016/08/07 21:00,300083.9915,1398195.917,677683.7452,164489.4774
2016/08/07 22:00,285986.1112,1332508.979,645846.311,156761.7977
2016/08/07 23:00,265953.2599,1239168.942,600605.8515,145780.8946
2016/08/08 00:00,239468.1773,1115765.71,540794.2306,131263.2345
2016/08/08 01:00,215734.2099,1005180.883,487195.4902,118253.5838
2016/08/08 02:00,191807.5376,893698.1766,433161.5619,105138.303
2016/08/08 03:00,189426.6186,882604.6451,427784.7002,103833.2147
2016/08/08 04:00,194753.8932,907426.2742,439815.3566,106753.3325
2016/08/08 05:00,236873.4236,1103675.848,534934.463,129840.9338
2016/08/08 06:00,312081.5581,1454096.762,704778.0125,171065.8811
2016/08/08 07:00,344226.0775,1603869.283,777370.4164,188685.732
2016/08/08 08:00,398753.9401,1857933.602,900511.4276,218574.896
2016/08/08 09:00,414509.2511,1931343.087,936091.8598,227211.0877
2016/08/08 10:00,390815.8531,1820947.287,882584.738,214223.6749
2016/08/08 11:00,384046.673,1789407.318,867297.8069,210513.1841
2016/08/08 12:00,378399.0689,1763093.162,854543.7461,207417.4793
2016/08/08 13:00,360943.2223,1681760.288,815122.971,197849.1479
2016/08/08 14:00,326960.4001,1523422.474,738379.1031,179221.6409
2016/08/08 15:00,347565.4495,1619428.581,784911.7655,190516.1914
2016/08/08 16:00,381963.2632,1779699.985,862592.8144,209371.1739
2016/08/08 17:00,418167.2622,1948387.036,944352.796,229216.2074
2016/08/08 18:00,444740.2452,2072199.827,1004362.924,243782.0497
2016/08/08 19:00,415127.0898,1934221.814,937487.1335,227549.7528
2016/08/08 20:00,374527.223,1745052.882,845799.904,205295.1472
2016/08/08 21:00,313086.4969,1458779.123,707047.4795,171616.7331
2016/08/08 22:00,280008.0352,1304655.039,632345.941,153484.9465
2016/08/08 23:00,241930.2352,1127237.296,546354.3292,132612.7987
2016/08/09 00:00,204853.9933,954486.1612,462624.5495,112289.6498
2016/08/09 01:00,188381.1103,877733.2576,425423.6147,103260.1247
2016/08/09 02:00,181791.112,847028.1581,410541.3321,99647.85146
2016/08/09 03:00,158532.9902,738660.4619,358017.2006,86899.03314
2016/08/09 04:00,165067.2056,769105.649,372773.5078,90480.72928
2016/08/09 05:00,194165.6363,904685.3804,438486.8881,106430.8825
2016/08/09 06:00,304029.3695,1416578.809,686593.6459,166652.1158
2016/08/09 07:00,372950.086,1737704.451,842238.2342,204430.6477
2016/08/09 08:00,424475.8101,1977780.76,958599.4752,232674.2051
2016/08/09 09:00,440406.922,2052009.363,994576.921,241406.7611
2016/08/09 10:00,389375.638,1814236.823,879332.2807,213434.2285
2016/08/09 11:00,361974.3622,1686564.728,817451.6083,198414.3619
2016/08/09 12:00,359072.8021,1673045.348,810898.9757,196823.8868
2016/08/09 13:00,350544.7677,1633310.263,791640.0002,192149.2892
2016/08/09 14:00,320202.2076,1491933.699,723116.9854,175517.1728
2016/08/09 15:00,370699.3273,1727217.382,837155.3153,203196.9061
2016/08/09 16:00,395898.8658,1844630.815,894063.7745,217009.9019
2016/08/09 17:00,430460.6477,2005666.204,972115.115,235954.7626
2016/08/09 18:00,444563.5991,2071376.771,1003964.001,243685.2221
2016/08/09 19:00,404689.7563,1885590.638,913916.3616,221828.5827
2016/08/09 20:00,352551.2646,1642659.232,796171.2993,193249.14
2016/08/09 21:00,302759.0389,1410659.896,683724.8411,165955.7907
2016/08/09 22:00,285997.9439,1332564.112,645873.0331,156768.2838
2016/08/09 23:00,230937.6074,1076018.812,521529.5289,126587.247
2016/08/10 00:00,192094.9045,895037.119,433810.5264,105295.8217
2016/08/10 01:00,179933.3697,838372.2894,406345.9676,98629.53971
2016/08/10 02:00,165199.0563,769719.9873,373071.2679,90553.00254
2016/08/10 03:00,153908.9193,717115.3036,347574.5985,84364.37273
2016/08/10 04:00,159592.8669,743598.7965,360410.7343,87479.99898
2016/08/10 05:00,195626.9813,911494.2962,441787.0634,107231.9112
2016/08/10 06:00,281689.9765,1312491.79,636144.292,154406.8939
2016/08/10 07:00,368115.5611,1715178.714,831320.3611,201780.6281
2016/08/10 08:00,413533.8941,1926798.559,933889.198,226676.4508
2016/08/10 09:00,376209.1644,1752889.633,849598.2549,206217.0946
2016/08/10 10:00,362069.0242,1687005.791,817665.3848,198466.2504
2016/08/10 11:00,354855.2707,1653394.399,801374.4675,194512.0689
2016/08/10 12:00,327389.76,1525423.011,739348.7324,179456.9923
2016/08/10 13:00,300955.3892,1402256.063,679651.6346,164967.1296
2016/08/10 14:00,310912.6511,1448650.417,702138.254,170425.1508
2016/08/10 15:00,345498.0985,1609796.072,780243.0386,189382.9837
2016/08/10 16:00,389974.0372,1817024.974,880683.6538,213762.2379
2016/08/10 17:00,429033.9557,1999018.749,968893.1972,235172.7289
2016/08/10 18:00,445674.1876,2076551.39,1006472.058,244293.9853
2016/08/10 19:00,416659.4314,1941361.527,940947.6412,228389.6978
2016/08/10 20:00,326154.9277,1519669.497,736560.0938,178780.1254
2016/08/10 21:00,283000.8766,1318599.73,639104.7153,155125.4569
2016/08/10 22:00,229455.1325,1069111.444,518181.6357,125774.6361
2016/08/10 23:00,201136.8183,937166.5475,454230.003,110252.0997
2016/08/11 00:00,179607.1238,836852.196,405609.202,98450.70971
2016/08/11 01:00,166830.2859,777320.4544,376755.0958,91447.15253
2016/08/11 02:00,159428.0535,742830.8736,360038.5341,87389.6574
2016/08/11 03:00,157332.811,733068.4084,355306.8195,86241.16113
2016/08/11 04:00,162606.8382,757641.9393,367217.2265,89132.09166
2016/08/11 05:00,188172.3468,876760.5554,424952.1611,103145.6921
2016/08/11 06:00,267414.6049,1245977.858,603906.0268,146581.9233
2016/08/11 07:00,315851.1352,1471660.536,713290.8996,173132.1552
2016/08/11 08:00,352356.8694,1641753.477,795732.2939,193142.5833
2016/08/11 09:00,366196.9647,1706239.305,826987.5688,200728.9595
2016/08/11 10:00,388396.9002,1809676.543,877121.984,212897.7385
2016/08/11 11:00,375496.6636,1749569.844,847989.2047,205826.541
2016/08/11 12:00,351361.2277,1637114.435,793483.8228,192596.8275
2016/08/11 13:00,334688.8784,1559432.148,755832.4303,183457.966
2016/08/11 14:00,328573.0353,1530936.303,742020.9391,180105.5985
2016/08/11 15:00,332017.2117,1546983.922,749798.9693,181993.5058
2016/08/11 16:00,387591.4278,1805923.566,875302.9747,212456.223
2016/08/11 17:00,429568.12,2001507.607,970099.5076,235465.5282
2016/08/11 18:00,453379.8455,2112454.736,1023873.85,248517.8016
2016/08/11 19:00,421630.8781,1964525.23,952174.7268,231114.7705
2016/08/11 20:00,407419.7415,1898310.591,920081.5242,223325.0099
2016/08/11 21:00,352618.0352,1642970.339,796322.0881,193285.7399
2016/08/11 22:00,302540.9782,1409643.875,683232.3916,165836.2619
2016/08/11 23:00,274815.1469,1280459.563,620618.771,150638.4918
2016/08/12 00:00,232709.1396,1084272.998,525530.2041,127558.3032
2016/08/12 01:00,215041.9938,1001955.607,485632.2493,117874.1492
2016/08/12 02:00,194987.1674,908513.1804,440342.163,106881.2006
2016/08/12 03:00,163852.658,763446.6484,370030.6784,89814.98133
2016/08/12 04:00,171833.8501,800633.8043,388054.7127,94189.83021
2016/08/12 05:00,205543.6737,957699.6229,464182.0643,112667.6945
2016/08/12 06:00,271568.7465,1265333.452,613287.381,148858.9944
2016/08/12 07:00,346119.318,1612690.551,781645.9471,189723.502
2016/08/12 08:00,367069.2077,1710303.389,828957.3668,201207.0749
2016/08/12 09:00,360176.6289,1678188.462,813391.7628,197428.9437
2016/08/12 10:00,318442.5082,1483734.646,719143.0323,174552.6027
2016/08/12 11:00,309536.6709,1442239.246,699030.8594,169670.9144
2016/08/12 12:00,313448.2411,1460464.615,707864.4112,171815.0213
2016/08/12 13:00,312334.2719,1455274.244,705348.7195,171204.4048
2016/08/12 14:00,329997.1917,1537571.944,745237.1307,180886.2424
2016/08/12 15:00,376489.7697,1754197.071,850231.9497,206370.9069
2016/08/12 16:00,416623.0879,1941192.19,940865.5662,228369.7763
2016/08/12 17:00,428707.7098,1997498.656,968156.4316,234993.8989
2016/08/12 18:00,467098.2325,2176373.483,1054854.269,256037.464
2016/08/12 19:00,445627.7017,2076334.796,1006367.079,244268.5044
2016/08/12 20:00,359602.7404,1675514.515,812095.7425,197114.3697
2016/08/12 21:00,310377.6416,1446157.622,700930.0348,170131.8881
2016/08/12 22:00,264857.885,1234065.209,598132.1516,145180.4706
2016/08/12 23:00,225178.4374,1049184.831,508523.5171,123430.388
2016/08/13 00:00,190501.7088,887613.8649,430212.5909,104422.5197
2016/08/13 01:00,171344.4812,798353.6641,386949.5643,93921.58522
2016/08/13 02:00,158030.9434,736321.2508,356883.4215,86623.83879
2016/08/13 03:00,146009.7113,680310.1401,329735.71,80034.463
2016/08/13 04:00,146671.5003,683393.6456,331230.2371,80397.21919
2016/08/13 05:00,147235.2465,686020.3356,332503.3527,80706.23372
2016/08/13 06:00,165259.0653,769999.59,373206.787,90585.89614
2016/08/13 07:00,180066.0656,838990.5657,406645.6365,98702.27626
2016/08/13 08:00,201316.8452,938005.3556,454636.5602,110350.7805
2016/08/13 09:00,233771.5518,1089223.146,527929.464,128140.6589
2016/08/13 10:00,282883.3942,1318052.339,638839.4033,155061.0596
2016/08/13 11:00,330505.1549,1539938.722,746384.2709,181164.6798
2016/08/13 12:00,356398.5998,1660585.307,804859.7885,195358.0368
2016/08/13 13:00,378016.1948,1761309.218,853679.0963,207207.6089
2016/08/13 14:00,400304.0308,1865156.015,904012.0183,219424.5701
2016/08/13 15:00,401715.5092,1871732.585,907199.5792,220198.2647
2016/08/13 16:00,405562.8444,1889658.66,915888.0684,222307.1614
2016/08/13 17:00,439689.35,2048665.945,992956.4185,241013.4278
2016/08/13 18:00,437475.7799,2038352.151,987957.4833,239800.0709
2016/08/13 19:00,394353.8463,1837432.031,890574.636,216163.0075
2016/08/13 20:00,347286.5346,1618129.019,784281.8882,190363.3057
2016/08/13 21:00,315266.2591,1468935.394,711970.066,172811.5584
2016/08/13 22:00,299325.8501,1394663.472,675971.6242,164073.9062
2016/08/13 23:00,272659.0502,1270413.557,615749.6287,149456.6387
2016/08/14 00:00,243374.6763,1133967.451,549616.3301,133404.5616
2016/08/14 01:00,210028.2872,978595.0004,474309.7277,115125.912
2016/08/14 02:00,190747.661,888759.842,430768.0282,104557.3372
2016/08/14 03:00,181319.4922,844830.7174,409476.2669,99389.33555
2016/08/14 04:00,186042.4512,866836.6294,420142.1891,101978.2009
2016/08/14 05:00,184193.1609,858220.1413,415965.9117,100964.5221
2016/08/14 06:00,180429.5001,840683.934,407466.3857,98901.49103
2016/08/14 07:00,190840.6326,889193.0293,430977.9873,104608.2991
2016/08/14 08:00,219202.0518,1021338.767,495026.9646,120154.4633
2016/08/14 09:00,250175.1286,1165653.129,564973.8838,137132.1941
2016/08/14 10:00,288977.2622,1346445.794,652601.2678,158401.3816
2016/08/14 11:00,319387.438,1488137.404,721276.9802,175070.5611
